ID,Age,Gender,Marital Status,Education Field,Education Level,Miles from Home to Work,Department Name,Job Role Name,Job Level,Business Travel Frequency,Yearly Income,Absences per Year,Job Involvement,Performance Rating,Job Satisfaction,Environment Satisfaction,Work Life Balance Satisfaction,Last Salary Increase (%),Amount of Stock Option,Number of Training Sessions Last Year,Number of Other Companies,Total Active Years,Years at Current Company,Years Since Last Promotion,Years with Current Manager,Attrition
2837,34,Male,Single,Medical,Bachelor,26,Research & Development,Laboratory Technician,Entry Level,Travel_Rarely,52370,7,Medium,3,4.0,4.0,3.0,19,Low,3,1.0,10.0,10,5,7,No
2838,32,Female,Married,Other,Master,10,Research & Development,Sales Executive,Entry Level,Travel_Rarely,42330,22,High,3,4.0,3.0,4.0,11,None,5,1.0,10.0,10,0,8,No
2839,31,Male,,Life Sciences,College,,Research & Development,Sales Executive,Mid Level,Travel_Rarely,49600,10,Medium,3,3.0,4.0,2.0,15,None,3,1.0,10.0,10,6,7,Yes
2840,36,Male,,Marketing,Bachelor,1,Sales,Research Scientist,Mid Level,Travel_Rarely,35050,23,Medium,3,4.0,1.0,2.0,12,Medium,2,1.0,10.0,10,1,8,No
2841,30,Female,,Technical Degree,Master,1,Research & Development,Research Scientist,Entry Level,Travel_Rarely,53010,10,High,3,3.0,4.0,3.0,16,Low,3,1.0,10.0,10,1,8,No
2842,54,Male,Married,Marketing,Bachelor,,Sales,Laboratory Technician,Entry Level,Travel_Rarely,26000,20,High,3,3.0,2.0,3.0,14,None,5,3.0,36.0,10,4,7,No
2843,31,Male,Divorced,Medical,College,1,Research & Development,Sales Executive,Entry Level,Non-Travel,195130,18,Medium,3,3.0,,2.0,12,Low,1,1.0,10.0,10,9,6,No
2844,33,Female,Married,Medical,College,9,Research & Development,Sales Executive,Entry Level,Travel_Frequently,20970,23,Medium,3,3.0,2.0,2.0,14,Medium,5,1.0,10.0,10,0,1,No
2845,36,Male,Single,Marketing,Bachelor,,Sales,Research Scientist,Mid Level,Travel_Rarely,35050,23,Medium,3,4.0,1.0,2.0,12,Medium,2,1.0,10.0,10,1,8,No
2846,35,Male,Married,Life Sciences,College,7,Sales,Manufacturing Director,Mid Level,Travel_Frequently,32290,11,Medium,4,3.0,3.0,4.0,25,None,2,1.0,10.0,10,0,2,No
2847,29,Male,Married,Other,Bachelor,,Research & Development,Research Scientist,Entry Level,Travel_Rarely,34520,19,Medium,3,3.0,3.0,3.0,11,None,3,1.0,10.0,10,0,7,No
2848,32,Male,Single,Life Sciences,Bachelor,2,Research & Development,Research Scientist,Executive,Travel_Rarely,30380,17,Low,3,4.0,4.0,2.0,11,None,5,1.0,10.0,10,0,8,No
2849,33,Female,Single,Life Sciences,Bachelor,1,Sales,Sales Executive,Executive,Travel_Rarely,12230,21,High,3,3.0,,2.0,13,Low,3,1.0,10.0,10,0,9,No
2850,29,Female,Divorced,Life Sciences,College,,Sales,Sales Executive,Entry Level,Travel_Rarely,128080,6,High,3,3.0,3.0,3.0,13,None,6,1.0,10.0,10,0,4,No
2851,46,Female,Divorced,Technical Degree,Master,1,Research & Development,Sales Executive,Senior Level,Travel_Rarely,99570,18,High,4,4.0,3.0,2.0,20,None,1,4.0,13.0,10,0,3,No
2852,48,Male,Single,Life Sciences,Below College,2,Research & Development,Research Scientist,Mid Level,Travel_Rarely,28190,18,Medium,4,4.0,4.0,3.0,20,None,2,1.0,11.0,10,0,8,No
2853,41,Female,,Life Sciences,Master,1,Sales,Research Director,Entry Level,Travel_Rarely,52570,12,Very High,3,3.0,2.0,3.0,14,None,2,1.0,10.0,10,0,8,No
2854,51,Female,Single,Life Sciences,Master,8,Research & Development,Sales Representative,Executive,Travel_Rarely,24500,2,High,3,4.0,3.0,1.0,12,Low,2,0.0,11.0,10,1,0,No
2855,34,Female,Married,Other,Master,7,Human Resources,Research Scientist,Entry Level,Travel_Frequently,13930,11,Very High,3,3.0,4.0,2.0,11,Medium,4,1.0,10.0,10,1,9,No
2856,31,Female,Married,Technical Degree,Master,28,Research & Development,Sales Executive,Mid Level,Travel_Rarely,127420,15,Medium,3,4.0,1.0,3.0,11,None,4,1.0,10.0,10,0,2,No
2857,54,Female,Married,Medical,Bachelor,,Sales,Laboratory Technician,Entry Level,Travel_Rarely,136030,11,High,3,,3.0,3.0,13,Low,2,8.0,22.0,10,0,8,No
2858,32,Female,Married,Other,Master,,Research & Development,Sales Executive,Entry Level,Travel_Rarely,42330,22,High,3,4.0,3.0,4.0,11,None,5,1.0,10.0,10,0,8,No
2859,34,Male,Married,Human Resources,Bachelor,2,Human Resources,Manufacturing Director,Mid Level,Travel_Rarely,28180,8,High,3,3.0,4.0,3.0,13,Low,2,1.0,10.0,10,8,6,No
2860,29,Male,Married,Other,Bachelor,10,Research & Development,Research Scientist,Entry Level,Travel_Rarely,34520,16,Medium,3,3.0,3.0,3.0,11,None,3,1.0,10.0,10,0,7,No
2861,32,Female,Married,Other,Master,10,Research & Development,Sales Executive,Entry Level,Travel_Rarely,42330,15,High,3,4.0,3.0,4.0,11,None,5,1.0,10.0,10,0,8,No
2862,42,Female,Married,Life Sciences,Master,,Research & Development,Manufacturing Director,Mid Level,Travel_Rarely,26450,21,High,3,4.0,3.0,3.0,15,None,5,1.0,10.0,10,2,2,No
2863,30,Male,,Life Sciences,Bachelor,18,Sales,Human Resources,Manager,Travel_Rarely,22960,10,High,3,4.0,4.0,2.0,18,Low,2,1.0,10.0,10,3,0,No
2864,34,Male,Single,Life Sciences,Bachelor,4,Sales,Research Scientist,Mid Level,Travel_Rarely,88470,6,Very High,3,1.0,3.0,4.0,16,None,3,1.0,10.0,10,9,6,No
2865,30,Female,Divorced,Life Sciences,Bachelor,,Research & Development,Healthcare Representative,Senior Level,Travel_Frequently,28140,18,High,4,3.0,1.0,2.0,24,None,2,1.0,10.0,10,0,9,No
2866,35,Female,Divorced,Marketing,College,8,Sales,Laboratory Technician,Entry Level,Travel_Frequently,36900,18,Very High,3,2.0,,2.0,13,Low,2,1.0,10.0,10,7,8,Yes
2867,32,Male,Single,Life Sciences,Bachelor,,Research & Development,Research Scientist,Executive,Travel_Rarely,30380,7,Low,3,4.0,4.0,2.0,11,None,5,1.0,10.0,10,0,8,No
2868,30,Female,Married,Human Resources,Master,1,Human Resources,Manager,Entry Level,Travel_Rarely,174260,10,Medium,3,4.0,2.0,3.0,12,Low,0,2.0,12.0,10,7,4,No
2869,31,Male,Divorced,Medical,College,1,Research & Development,Sales Executive,Entry Level,Non-Travel,195130,19,Medium,3,3.0,4.0,2.0,12,Low,1,1.0,10.0,10,9,6,No
2870,34,Male,Married,Life Sciences,Bachelor,1,Sales,Sales Executive,Mid Level,Travel_Frequently,24000,14,High,3,2.0,3.0,4.0,18,Low,3,4.0,14.0,10,1,8,No
2871,29,Female,Married,Life Sciences,College,,Sales,Research Scientist,Mid Level,Travel_Rarely,15550,11,High,3,4.0,2.0,2.0,19,Medium,2,1.0,10.0,10,1,9,Yes
2872,32,Female,Single,Medical,Bachelor,10,Research & Development,Manufacturing Director,Mid Level,Travel_Frequently,165980,15,High,3,1.0,2.0,3.0,13,None,2,1.0,10.0,10,6,7,Yes
2873,29,Male,Single,Life Sciences,Bachelor,10,Research & Development,Sales Representative,Entry Level,Travel_Rarely,24040,11,Medium,3,1.0,2.0,3.0,17,None,3,1.0,10.0,10,1,5,No
2874,38,Male,Single,Medical,Bachelor,25,Research & Development,Manufacturing Director,Mid Level,Travel_Frequently,163280,10,High,3,4.0,4.0,3.0,17,High,2,1.0,10.0,10,9,9,No
2875,29,Male,Divorced,Medical,College,,Research & Development,Sales Representative,Mid Level,Travel_Rarely,42400,6,Medium,3,2.0,1.0,2.0,14,None,2,1.0,10.0,10,0,9,No
2876,28,Female,Single,Life Sciences,Master,,Research & Development,Laboratory Technician,Manager,Non-Travel,52380,16,Medium,3,1.0,2.0,2.0,17,Low,4,1.0,10.0,10,1,9,Yes
2877,37,Male,Married,Medical,College,2,Research & Development,Research Scientist,Entry Level,Travel_Rarely,20220,12,High,3,4.0,1.0,3.0,12,None,1,1.0,10.0,10,3,7,No
2878,34,Male,Married,Life Sciences,Bachelor,,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,53430,9,Medium,3,3.0,2.0,3.0,14,None,5,1.0,10.0,10,4,8,No
2879,29,Male,Married,Other,Bachelor,10,Research & Development,Research Scientist,Entry Level,Travel_Rarely,34520,17,Medium,3,3.0,3.0,3.0,11,None,3,1.0,10.0,10,0,7,No
2880,43,Male,,Life Sciences,Master,25,Research & Development,Sales Executive,Mid Level,Travel_Rarely,22200,9,Low,3,4.0,4.0,3.0,11,None,2,1.0,10.0,10,8,8,No
2881,33,Female,Single,Medical,Master,15,Research & Development,Laboratory Technician,Entry Level,Travel_Frequently,24060,18,High,3,1.0,1.0,,11,None,3,1.0,10.0,10,9,7,Yes
2882,30,Male,Married,Other,Bachelor,1,Research & Development,Sales Executive,Senior Level,Travel_Rarely,179240,20,High,3,1.0,2.0,3.0,13,Medium,2,1.0,10.0,10,6,7,Yes
2883,33,Female,Single,Life Sciences,Bachelor,1,Sales,Sales Executive,Executive,Travel_Rarely,12230,20,High,3,3.0,2.0,2.0,13,Low,3,1.0,10.0,10,0,9,No
2884,29,Male,Married,Life Sciences,Below College,26,Research & Development,Laboratory Technician,Entry Level,Travel_Rarely,22180,19,High,4,4.0,,3.0,24,Low,1,1.0,10.0,10,0,8,No
2885,35,Male,Single,Life Sciences,Master,15,Research & Development,Research Scientist,Mid Level,Travel_Rarely,19040,10,High,4,4.0,3.0,3.0,22,Low,4,1.0,10.0,10,7,7,Yes
2886,36,Female,Single,Medical,Bachelor,5,Research & Development,Manufacturing Director,Manager,Travel_Frequently,177790,22,Low,3,4.0,,2.0,17,Low,5,1.0,10.0,10,0,8,No
2887,37,Male,Divorced,Technical Degree,College,19,Research & Development,Sales Executive,Mid Level,Travel_Rarely,27030,21,High,3,,,2.0,14,None,2,2.0,19.0,10,4,7,No
2888,33,Male,Single,Other,Bachelor,15,Sales,Research Director,Manager,Non-Travel,194360,17,High,3,3.0,4.0,3.0,19,Medium,4,1.0,10.0,10,6,0,No
2889,39,Female,,Other,Bachelor,1,Research & Development,Laboratory Technician,Entry Level,Travel_Rarely,105120,6,High,3,1.0,1.0,3.0,12,Low,2,1.0,10.0,10,7,9,No
2890,56,Male,Married,Other,Master,10,Sales,Sales Executive,Mid Level,Travel_Rarely,40780,18,High,4,3.0,4.0,1.0,24,Low,3,8.0,14.0,10,9,8,Yes
2891,50,Male,Divorced,Life Sciences,Master,8,Sales,Research Scientist,Entry Level,Travel_Rarely,96670,9,Medium,4,2.0,1.0,2.0,23,None,2,3.0,28.0,10,1,6,No
2892,29,Female,Married,Life Sciences,College,10,Sales,Research Scientist,Mid Level,Travel_Rarely,15550,7,High,3,4.0,2.0,2.0,19,Medium,2,1.0,10.0,10,1,9,Yes
2893,35,Male,,Life Sciences,College,7,Sales,Manufacturing Director,Mid Level,Travel_Frequently,32290,4,Medium,4,3.0,3.0,4.0,25,None,2,1.0,10.0,10,0,2,No
2894,42,Male,Married,Medical,Bachelor,5,Research & Development,Sales Executive,Senior Level,Travel_Rarely,53900,18,High,3,1.0,4.0,2.0,14,None,3,1.0,10.0,10,5,8,No
2895,44,Male,Married,Life Sciences,Master,,Human Resources,Laboratory Technician,Executive,Travel_Rarely,76320,7,High,4,4.0,1.0,3.0,21,None,3,1.0,10.0,10,7,7,No
2896,37,Male,Single,Life Sciences,Bachelor,24,Research & Development,Laboratory Technician,Entry Level,Travel_Rarely,137580,6,High,3,1.0,4.0,1.0,11,Low,5,1.0,10.0,10,0,8,Yes
2897,39,Male,Divorced,Life Sciences,Master,2,Sales,Laboratory Technician,Entry Level,Travel_Rarely,72640,23,High,3,3.0,3.0,3.0,17,None,5,0.0,11.0,10,0,7,No
2898,56,Male,Married,Medical,Master,2,Research & Development,Manager,Entry Level,Travel_Rarely,20420,7,High,3,4.0,3.0,2.0,12,None,6,7.0,30.0,10,1,1,No
2899,45,Female,Single,Technical Degree,College,29,Sales,Research Scientist,Mid Level,Travel_Rarely,29730,10,High,3,1.0,3.0,3.0,12,None,2,1.0,10.0,10,1,4,No
2900,35,Male,,Life Sciences,College,7,Sales,Manufacturing Director,Mid Level,Travel_Frequently,32290,16,Medium,4,3.0,3.0,4.0,25,None,2,1.0,10.0,10,0,2,No
2901,31,Female,Married,Technical Degree,Doctor,25,Research & Development,Human Resources,Mid Level,Travel_Frequently,180610,12,High,3,1.0,4.0,3.0,14,Low,2,1.0,10.0,10,8,7,No
2902,35,Female,Single,Medical,Bachelor,9,Research & Development,Sales Executive,Mid Level,Travel_Rarely,131420,14,High,4,3.0,2.0,3.0,25,Medium,4,1.0,10.0,10,0,8,No
2903,37,Male,Divorced,Life Sciences,Master,2,Sales,Laboratory Technician,Mid Level,Travel_Frequently,52380,9,High,3,4.0,2.0,3.0,15,Low,5,1.0,10.0,10,0,7,No
2904,39,Male,Divorced,Life Sciences,Master,2,Sales,Laboratory Technician,Entry Level,Travel_Rarely,72640,23,High,3,3.0,3.0,3.0,17,None,5,0.0,,10,0,7,No
2905,42,Female,Married,Life Sciences,Master,28,Research & Development,Manufacturing Director,Mid Level,Travel_Rarely,26450,14,High,3,4.0,3.0,3.0,15,None,5,1.0,10.0,10,2,2,No
2906,52,Male,Divorced,Medical,Below College,2,Sales,Laboratory Technician,Entry Level,Travel_Rarely,99800,12,High,3,1.0,4.0,3.0,11,Low,2,3.0,18.0,10,6,9,No
2907,36,Male,Married,Life Sciences,Bachelor,11,Research & Development,Sales Executive,Entry Level,Travel_Rarely,131910,15,Medium,3,3.0,2.0,3.0,14,Low,2,1.0,10.0,10,1,7,No
2908,56,Male,Married,Other,Master,10,Sales,Sales Executive,Mid Level,Travel_Rarely,40780,13,High,4,3.0,4.0,1.0,24,Low,3,8.0,14.0,10,9,8,Yes
2909,55,Male,,Marketing,Bachelor,9,Sales,Laboratory Technician,Mid Level,Travel_Rarely,119160,14,Medium,3,2.0,3.0,3.0,15,Low,3,4.0,35.0,10,1,4,No
2910,37,Male,Single,Life Sciences,Bachelor,,Research & Development,Laboratory Technician,Entry Level,Travel_Rarely,137580,9,High,3,1.0,4.0,,11,Low,5,1.0,10.0,10,0,8,Yes
2911,41,Female,,Life Sciences,Master,1,Sales,Research Director,Entry Level,Travel_Rarely,52570,8,Very High,3,3.0,2.0,3.0,14,None,2,1.0,10.0,10,0,8,No
2912,31,Male,Married,Other,Below College,,Research & Development,Sales Executive,Senior Level,Travel_Frequently,70940,17,High,3,4.0,1.0,3.0,14,Low,2,1.0,10.0,10,0,8,Yes
2913,29,Female,Married,Other,College,4,Sales,Healthcare Representative,Mid Level,Travel_Rarely,65400,5,Low,4,4.0,2.0,2.0,22,None,2,1.0,10.0,10,1,2,No
2914,33,Male,,Medical,Doctor,,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,82240,6,High,3,1.0,4.0,3.0,19,None,3,6.0,14.0,10,7,6,No
2915,45,Female,Divorced,Medical,Bachelor,4,Research & Development,Laboratory Technician,Senior Level,Travel_Rarely,118360,12,Very High,4,2.0,1.0,3.0,22,None,2,1.0,10.0,10,7,7,No
2916,30,Female,Divorced,Life Sciences,Bachelor,10,Research & Development,Healthcare Representative,Senior Level,Travel_Frequently,28140,12,High,4,3.0,,2.0,24,None,2,1.0,10.0,10,0,9,No
2917,34,Male,Married,Life Sciences,Bachelor,2,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,53430,17,Medium,3,3.0,2.0,3.0,14,None,5,1.0,10.0,10,4,8,No
2918,46,Female,Divorced,Technical Degree,Master,,Research & Development,Sales Executive,Senior Level,Travel_Rarely,99570,8,High,4,4.0,3.0,2.0,20,None,1,4.0,13.0,10,0,3,No
2919,46,Male,Married,Medical,Below College,12,Research & Development,Laboratory Technician,Entry Level,Travel_Frequently,20740,13,High,3,,3.0,2.0,15,Low,3,2.0,21.0,10,9,5,No
2920,54,Male,Married,Life Sciences,Master,9,Research & Development,Sales Executive,Mid Level,Travel_Rarely,20930,5,High,3,4.0,4.0,3.0,19,None,2,3.0,36.0,10,0,9,No
2921,31,Female,Married,Life Sciences,Below College,2,Research & Development,Manager,Entry Level,Travel_Frequently,97130,11,Medium,3,3.0,3.0,3.0,17,None,5,1.0,10.0,10,8,9,No
2922,54,Female,Married,Medical,Bachelor,23,Sales,Laboratory Technician,Entry Level,Travel_Rarely,136030,19,High,3,3.0,3.0,3.0,13,Low,2,8.0,22.0,10,0,8,No
2923,31,Male,Single,Medical,Bachelor,2,Sales,Sales Executive,Mid Level,Travel_Frequently,25720,6,High,3,2.0,3.0,3.0,13,High,3,1.0,10.0,10,4,7,Yes
2924,56,Male,,Medical,Master,2,Research & Development,Manager,Entry Level,Travel_Rarely,20420,10,High,3,4.0,3.0,2.0,12,None,6,7.0,30.0,10,1,1,No
2925,31,Female,Divorced,Life Sciences,Master,2,Research & Development,Manager,Executive,Travel_Rarely,103770,20,High,3,3.0,2.0,3.0,14,None,2,1.0,10.0,10,0,2,No
2926,44,Male,,Life Sciences,Master,4,Human Resources,Laboratory Technician,Executive,Travel_Rarely,76320,15,High,4,4.0,1.0,3.0,21,None,3,1.0,10.0,10,7,7,No
2927,36,Male,Single,Life Sciences,College,7,Research & Development,Sales Executive,Executive,Non-Travel,116310,9,Low,3,1.0,1.0,3.0,18,Low,2,1.0,10.0,10,0,9,No
2928,41,Female,Married,Technical Degree,Bachelor,,Research & Development,Research Scientist,Senior Level,Travel_Rarely,27820,17,Medium,3,1.0,2.0,3.0,14,None,2,1.0,10.0,10,0,7,No
2929,34,Male,Married,Life Sciences,Bachelor,2,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,53430,8,Medium,3,3.0,2.0,3.0,14,None,5,1.0,10.0,10,4,8,No
2930,37,Male,Divorced,Technical Degree,College,19,Research & Development,Sales Executive,Mid Level,Travel_Rarely,27030,10,High,3,2.0,3.0,2.0,14,None,2,2.0,19.0,10,4,7,No
2931,36,Female,,Medical,Bachelor,5,Research & Development,Manufacturing Director,Manager,Travel_Frequently,177790,17,Low,3,4.0,2.0,2.0,17,Low,5,1.0,10.0,10,0,8,No
2932,51,Female,,Medical,Below College,2,Research & Development,Manufacturing Director,Entry Level,Travel_Rarely,39070,16,High,3,2.0,2.0,1.0,13,None,2,5.0,16.0,10,4,7,No
2933,28,Female,,Life Sciences,Master,19,Research & Development,Laboratory Technician,Manager,Non-Travel,52380,7,Medium,3,1.0,2.0,,17,Low,4,1.0,10.0,10,1,9,Yes
2934,29,Female,Divorced,Life Sciences,College,16,Research & Development,Laboratory Technician,Manager,Travel_Rarely,36460,20,Very High,3,1.0,2.0,3.0,14,None,3,1.0,10.0,10,8,8,No
2935,31,Male,Married,Other,Below College,2,Research & Development,Sales Executive,Senior Level,Travel_Frequently,70940,17,High,3,4.0,1.0,3.0,14,Low,2,1.0,10.0,10,0,8,Yes
2936,56,Male,Married,Other,Master,10,Sales,Sales Executive,Mid Level,Travel_Rarely,40780,9,High,4,3.0,4.0,1.0,24,Low,3,8.0,14.0,10,9,8,Yes
2937,29,Female,Married,Medical,Bachelor,8,Research & Development,Manufacturing Director,Senior Level,Travel_Rarely,194310,16,High,3,3.0,2.0,3.0,11,None,3,1.0,10.0,10,0,7,No
2938,31,Male,Married,Other,Below College,2,Research & Development,Sales Executive,Senior Level,Travel_Frequently,70940,13,High,3,4.0,1.0,3.0,14,Low,2,1.0,10.0,10,0,8,Yes
2939,37,Female,Single,Medical,Doctor,1,Research & Development,Research Scientist,Mid Level,Non-Travel,62610,10,High,3,2.0,1.0,3.0,12,None,1,1.0,10.0,10,0,9,No
2940,36,Male,,Life Sciences,Bachelor,11,Research & Development,Sales Executive,Entry Level,Travel_Rarely,131910,17,Medium,3,3.0,2.0,3.0,14,Low,2,1.0,10.0,10,1,7,No
2941,36,Male,,Medical,Bachelor,1,Research & Development,Sales Representative,Senior Level,Non-Travel,34520,19,Very High,3,4.0,1.0,3.0,13,High,4,2.0,18.0,11,0,9,No
2942,36,Female,Single,Life Sciences,Bachelor,,Research & Development,Healthcare Representative,Mid Level,Travel_Rarely,24360,7,Low,3,3.0,3.0,3.0,13,None,3,4.0,16.0,11,3,9,No
2943,30,Male,Married,Technical Degree,College,8,Sales,Sales Representative,Entry Level,Travel_Rarely,63920,7,Very High,4,4.0,3.0,3.0,21,Low,2,1.0,11.0,11,10,8,No
2944,30,Male,Married,Technical Degree,College,8,Sales,Sales Representative,Entry Level,Travel_Rarely,63920,9,Very High,4,4.0,3.0,3.0,21,Low,2,1.0,11.0,11,10,8,No
2945,46,Male,Married,Life Sciences,Master,1,Research & Development,Manufacturing Director,Entry Level,Travel_Rarely,23400,11,Low,3,2.0,4.0,3.0,13,Low,2,2.0,26.0,11,0,8,No
2946,29,Male,Married,Medical,College,6,Research & Development,Human Resources,Entry Level,Travel_Frequently,41150,16,High,3,4.0,4.0,4.0,11,None,1,1.0,11.0,11,3,10,No
2947,34,Female,,Other,Bachelor,26,Research & Development,Sales Executive,Entry Level,Travel_Rarely,190380,5,Medium,3,1.0,4.0,3.0,13,None,3,6.0,13.0,11,5,9,No
2948,32,Male,Single,Marketing,Bachelor,15,Sales,Research Scientist,Entry Level,Travel_Rarely,101690,8,Medium,3,3.0,,3.0,14,None,6,1.0,12.0,11,5,7,No
2949,30,Female,Married,Marketing,Bachelor,,Sales,Research Scientist,Entry Level,Travel_Rarely,90710,10,Medium,3,2.0,4.0,3.0,19,Low,2,0.0,12.0,11,5,7,No
2950,30,Male,Divorced,Life Sciences,Bachelor,,Research & Development,Manufacturing Director,Entry Level,Travel_Rarely,92500,16,High,3,2.0,3.0,2.0,12,High,0,1.0,11.0,11,2,7,No
2951,34,Female,Divorced,Medical,Master,14,Sales,Research Scientist,Senior Level,Travel_Frequently,88340,12,High,3,2.0,3.0,4.0,13,Low,1,4.0,15.0,11,5,10,No
2952,31,Female,Single,Medical,Bachelor,27,Research & Development,Research Director,Mid Level,Travel_Rarely,21320,7,High,3,4.0,3.0,3.0,18,None,3,1.0,11.0,11,1,8,No
2953,35,Male,Single,Medical,Master,17,Research & Development,Research Director,Entry Level,Travel_Frequently,54720,19,Medium,3,4.0,4.0,,11,Low,3,3.0,13.0,11,6,7,Yes
2954,34,Male,Single,Medical,College,9,Sales,Healthcare Representative,Mid Level,Travel_Rarely,48760,20,High,4,1.0,,3.0,21,Low,3,2.0,14.0,11,5,8,No
2955,35,Male,Married,Life Sciences,College,,Sales,Laboratory Technician,Entry Level,Travel_Rarely,51540,8,Medium,3,2.0,3.0,2.0,19,None,2,0.0,12.0,11,6,9,No
2956,33,Male,,Medical,Master,2,Research & Development,Sales Representative,Entry Level,Non-Travel,25960,10,High,3,2.0,4.0,2.0,14,Low,4,8.0,13.0,11,1,7,No
2957,31,Female,Single,Medical,Bachelor,27,Research & Development,Research Director,Mid Level,Travel_Rarely,21320,6,High,3,,3.0,3.0,18,None,3,1.0,11.0,11,1,8,No
2958,29,Male,Married,Life Sciences,Bachelor,,Research & Development,Sales Executive,Entry Level,Travel_Rarely,22440,10,Low,3,1.0,4.0,,12,High,5,1.0,11.0,11,3,10,Yes
2959,40,Male,Married,Marketing,Master,1,Sales,Sales Executive,Entry Level,Travel_Rarely,48690,16,High,3,4.0,1.0,3.0,12,None,2,4.0,14.0,11,11,1,No
2960,36,Female,,Life Sciences,Bachelor,9,Research & Development,Healthcare Representative,Mid Level,Travel_Rarely,24360,11,Low,3,3.0,3.0,3.0,13,None,3,4.0,16.0,11,3,9,No
2961,38,Male,Divorced,Medical,Master,28,Research & Development,Laboratory Technician,Entry Level,Travel_Rarely,65830,4,High,3,4.0,3.0,3.0,12,None,1,0.0,12.0,11,2,9,No
2962,34,Male,Single,Medical,College,,Sales,Healthcare Representative,Mid Level,Travel_Rarely,48760,18,High,4,1.0,3.0,3.0,21,Low,3,2.0,14.0,11,5,8,No
2963,40,Female,Married,Medical,Below College,8,Research & Development,Research Scientist,Executive,Travel_Rarely,35440,9,Medium,3,2.0,2.0,3.0,18,High,3,3.0,15.0,11,5,10,No
2964,29,Female,,Medical,Master,,Sales,Sales Executive,Entry Level,Travel_Frequently,49680,9,High,3,4.0,2.0,3.0,19,High,4,1.0,11.0,11,4,1,No
2965,32,Male,Single,Marketing,Bachelor,15,Sales,Research Scientist,Entry Level,Travel_Rarely,101690,14,Medium,3,3.0,2.0,3.0,14,None,6,1.0,12.0,11,5,7,No
2966,31,Female,Single,Medical,Bachelor,6,Research & Development,Manager,Senior Level,Travel_Rarely,81030,4,High,3,4.0,3.0,,15,Low,5,1.0,11.0,11,4,10,No
2967,29,Male,Married,Medical,College,6,Research & Development,Human Resources,Entry Level,Travel_Frequently,41150,12,High,3,4.0,4.0,4.0,11,None,1,1.0,11.0,11,3,10,No
2968,46,Male,Married,Life Sciences,Master,1,Research & Development,Manufacturing Director,Entry Level,Travel_Rarely,23400,17,Low,3,2.0,,3.0,13,Low,2,2.0,26.0,11,0,8,No
2969,31,Female,Single,Medical,Bachelor,6,Research & Development,Manager,Senior Level,Travel_Rarely,81030,11,High,3,4.0,3.0,,15,Low,5,1.0,11.0,11,4,10,No
2970,30,Male,Divorced,Life Sciences,Bachelor,,Research & Development,Manufacturing Director,Entry Level,Travel_Rarely,92500,10,High,3,2.0,3.0,2.0,12,High,0,1.0,11.0,11,2,7,No
2971,35,Male,Single,Medical,Master,,Research & Development,Research Director,Entry Level,Travel_Frequently,54720,7,Medium,3,4.0,4.0,4.0,11,Low,3,3.0,13.0,11,6,7,Yes
2972,32,Male,Single,Marketing,Bachelor,,Sales,Research Scientist,Entry Level,Travel_Rarely,101690,10,Medium,3,3.0,2.0,3.0,14,None,6,1.0,12.0,11,5,7,No
2973,38,Male,,Marketing,Master,6,Sales,Sales Executive,Senior Level,Non-Travel,73360,5,High,3,2.0,1.0,3.0,11,None,3,5.0,13.0,11,3,8,No
2974,30,Female,,Marketing,Bachelor,9,Sales,Research Scientist,Entry Level,Travel_Rarely,90710,11,Medium,3,2.0,4.0,3.0,19,Low,2,0.0,12.0,11,5,7,No
2975,30,Male,Single,Life Sciences,Master,,Research & Development,Healthcare Representative,Mid Level,Non-Travel,64300,11,Medium,3,3.0,3.0,3.0,12,Low,2,1.0,12.0,11,5,8,No
2976,35,Male,,Life Sciences,College,20,Sales,Laboratory Technician,Entry Level,Travel_Rarely,51540,10,Medium,3,2.0,3.0,2.0,19,None,2,0.0,12.0,11,6,9,No
2977,33,Male,Single,Medical,Master,2,Research & Development,Sales Representative,Entry Level,Non-Travel,25960,11,High,3,2.0,4.0,2.0,14,Low,4,8.0,13.0,11,1,7,No
2978,30,Male,Married,Medical,Below College,21,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,104350,13,High,3,4.0,3.0,1.0,11,None,5,0.0,12.0,11,4,7,No
2979,60,Male,,Life Sciences,College,,Sales,Sales Executive,Mid Level,Travel_Rarely,25640,10,High,3,4.0,2.0,3.0,14,Low,3,0.0,12.0,11,1,9,No
2980,35,Female,Married,Medical,Bachelor,22,Research & Development,Sales Representative,Entry Level,Travel_Rarely,29660,10,Medium,3,3.0,2.0,3.0,18,None,2,9.0,15.0,11,6,9,No
2981,40,Female,Married,Medical,Below College,8,Research & Development,Research Scientist,Executive,Travel_Rarely,35440,10,Medium,3,2.0,2.0,3.0,18,High,3,3.0,15.0,11,5,10,No
2982,46,Male,Married,Life Sciences,Master,1,Research & Development,Manufacturing Director,Entry Level,Travel_Rarely,23400,18,Low,3,2.0,,3.0,13,Low,2,2.0,26.0,11,0,8,No
2983,30,Female,Married,Marketing,Bachelor,,Sales,Research Scientist,Entry Level,Travel_Rarely,90710,14,Medium,3,2.0,4.0,3.0,19,Low,2,0.0,12.0,11,5,7,No
